home_team,away_team,match_date,league,avg_goal_diff_h2h,h2h_home_winrate,home_form_winrate,away_form_winrate,home_avg_goals_scored,home_avg_goals_conceded,away_avg_goals_scored,away_avg_goals_conceded,h2h_draw_rate,h2h_total_goals,home_draw_rate,away_draw_rate,combined_draw_rate,form_differential,goals_differential,expected_total_goals,home_total_goals_avg,away_total_goals_avg,league_avg_goals,league_draw_rate,league_home_adv,home_momentum,away_momentum,momentum_differential,is_low_scoring,is_defensive_match,home_true_prob,draw_true_prob,away_true_prob,market_draw_confidence,market_favorite_confidence,market_competitiveness,odds_spread,result
Dortmund,Hoffenheim,2021-08-27 00:00:00+00:00,BL1,0.0,0.5,1.0,1.0,5.0,2.0,4.0,0.0,0.25,2.5,0.0,0.5,0.25,0.0,1.0,9.0,7.0,4.0,3.0,0.3333333333333333,0.4444444444444445,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,H
Udinese,Venezia,2021-08-27 00:00:00+00:00,SA,0.0,0.5,0.0,0.0,2.0,2.0,0.0,2.0,0.25,2.5,1.0,0.0,0.5,0.0,2.0,2.0,4.0,2.0,3.6,0.2,0.0,0.1111111111111111,0.0,0.1111111111111111,1.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,H
Valencia,Alaves,2021-08-27 00:00:00+00:00,PD,0.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.25,2.5,0.5,0.0,0.25,0.5,0.0,2.0,1.0,2.5,1.9,0.55,0.04999999999999999,0.3333333333333333,0.5,0.16666666666666669,0.0,1.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Verona,Inter,2021-08-27 00:00:00+00:00,SA,0.0,0.5,0.0,0.5,2.0,3.0,1.0,1.0,0.25,2.5,0.0,0.0,0.0,0.5,1.0,3.0,5.0,2.5,3.6,0.2,0.0,0.0,0.5,0.5,1.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,A
Augsburg,Leverkusen,2021-08-28 00:00:00+00:00,BL1,0.0,0.5,0.0,0.0,0.0,4.0,1.0,1.0,0.25,2.5,0.5,0.5,0.5,0.0,1.0,1.0,4.0,2.0,3.1052631578947367,0.3157894736842105,0.4736842105263158,0.0,0.1111111111111111,0.1111111111111111,1.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,A
Juventus,Empoli,2021-08-28 00:00:00+00:00,SA,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.25,2.5,1.0,0.0,0.5,0.0,0.0,2.0,2.5,2.5,3.5833333333333335,0.16666666666666666,0.0,0.5,0.5,0.0,1.0,1.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,A
Celta,Ath Bilbao,2021-08-28 00:00:00+00:00,PD,0.0,0.5,0.0,0.0,1.0,2.0,0.0,0.0,0.25,2.5,0.5,1.0,0.75,0.0,1.0,1.0,3.0,0.0,1.9090909090909092,0.5,0.13636363636363635,0.0,0.1111111111111111,0.1111111111111111,1.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,A
Elche,Sevilla,2021-08-28 00:00:00+00:00,PD,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.25,2.5,0.5,0.0,0.25,1.0,1.0,1.0,0.0,1.0,1.9090909090909092,0.5,0.13636363636363635,0.1111111111111111,0.3333333333333333,0.2222222222222222,1.0,1.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,D
Sociedad,Levante,2021-08-28 00:00:00+00:00,PD,0.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.25,2.5,0.0,1.0,0.5,1.0,0.0,2.0,1.0,2.0,1.9090909090909092,0.5,0.13636363636363635,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0,1.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Stuttgart,Freiburg,2021-08-28 00:00:00+00:00,BL1,0.0,0.5,1.0,0.0,5.0,1.0,0.0,0.0,0.25,2.5,0.0,0.5,0.25,1.0,5.0,5.0,6.0,0.0,3.1052631578947367,0.3157894736842105,0.4736842105263158,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0,1.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Mainz,Greuther Furth,2021-08-28 00:00:00+00:00,BL1,0.0,0.5,1.0,0.0,1.0,0.0,1.0,5.0,0.25,2.5,0.0,0.5,0.25,1.0,0.0,2.0,1.0,6.0,3.1052631578947367,0.3157894736842105,0.4736842105263158,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Bielefeld,Ein Frankfurt,2021-08-28 00:00:00+00:00,BL1,0.0,0.5,0.0,0.0,0.0,0.0,2.0,5.0,0.25,2.5,1.0,0.5,0.75,0.0,2.0,2.0,0.0,7.0,3.1052631578947367,0.3157894736842105,0.4736842105263158,0.1111111111111111,0.0,0.1111111111111111,1.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,D
Bayern Munich,Hertha,2021-08-28 00:00:00+00:00,BL1,0.0,0.5,1.0,0.0,3.0,2.0,1.0,3.0,0.25,2.5,0.5,0.0,0.25,1.0,2.0,4.0,5.0,4.0,3.1052631578947367,0.3157894736842105,0.4736842105263158,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Newcastle,Southampton,2021-08-28 00:00:00+00:00,PL,0.0,0.5,0.0,0.0,2.0,4.0,1.0,3.0,0.25,2.5,0.0,0.5,0.25,0.0,1.0,3.0,6.0,4.0,2.95,0.15,0.35,0.0,0.0,0.0,0.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,D
FC Koln,Bochum,2021-08-28 00:00:00+00:00,BL1,0.0,0.5,1.0,0.0,3.0,1.0,0.0,1.0,0.25,2.5,0.0,0.0,0.0,1.0,3.0,3.0,4.0,1.0,3.1052631578947367,0.3157894736842105,0.4736842105263158,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Betis,Real Madrid,2021-08-28 00:00:00+00:00,PD,0.0,0.5,0.0,0.5,1.0,1.0,3.5,2.0,0.25,2.5,1.0,0.5,0.75,0.5,2.5,4.5,2.0,5.5,1.9090909090909092,0.5,0.13636363636363635,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,A
Fiorentina,Torino,2021-08-28 00:00:00+00:00,SA,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.25,2.5,0.0,0.0,0.0,0.0,0.0,2.0,2.5,2.5,3.5833333333333335,0.16666666666666666,0.0,0.5,0.5,0.0,1.0,1.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,H
Liverpool,Chelsea,2021-08-28 00:00:00+00:00,PL,0.0,0.5,1.0,1.0,2.0,0.0,2.0,0.0,0.25,2.5,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.95,0.15,0.35,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,D
West Ham,Crystal Palace,2021-08-28 00:00:00+00:00,PL,0.0,0.5,1.0,0.0,4.0,1.0,0.0,3.0,0.25,2.5,0.0,0.5,0.25,1.0,4.0,4.0,5.0,3.0,2.95,0.15,0.35,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
Norwich,Leicester,2021-08-28 00:00:00+00:00,PL,0.0,0.5,0.0,0.0,0.0,3.0,1.0,4.0,0.25,2.5,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,2.95,0.15,0.35,0.0,0.0,0.0,1.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,A
Brighton,Everton,2021-08-28 00:00:00+00:00,PL,0.0,0.5,1.0,0.0,2.0,0.0,2.0,2.0,0.25,2.5,0.0,0.5,0.25,1.0,0.0,4.0,2.0,4.0,2.95,0.15,0.35,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Aston Villa,Brentford,2021-08-28 00:00:00+00:00,PL,0.0,0.5,1.0,0.0,2.0,0.0,0.0,0.0,0.25,2.5,0.0,0.5,0.25,1.0,2.0,2.0,2.0,0.0,2.95,0.15,0.35,0.3333333333333333,0.1111111111111111,0.2222222222222222,1.0,1.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
Man City,Arsenal,2021-08-28 00:00:00+00:00,PL,0.0,0.5,1.0,0.0,5.0,0.0,0.0,2.0,0.25,2.5,0.0,0.0,0.0,1.0,5.0,5.0,5.0,2.0,2.95,0.15,0.35,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Lazio,Spezia,2021-08-28 00:00:00+00:00,SA,0.0,0.5,0.5,0.0,1.0,1.0,2.0,2.0,0.25,2.5,0.0,1.0,0.5,0.5,1.0,3.0,2.5,4.0,3.5833333333333335,0.16666666666666666,0.0,0.5,0.1111111111111111,0.3888888888888889,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Atalanta,Bologna,2021-08-28 00:00:00+00:00,SA,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.25,2.5,0.0,0.0,0.0,0.0,0.0,2.0,2.5,2.5,3.5833333333333335,0.16666666666666666,0.0,0.5,0.5,0.0,1.0,1.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,D
Ath Madrid,Villarreal,2021-08-29 00:00:00+00:00,PD,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.25,2.5,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.8076923076923077,0.46153846153846156,0.07692307692307693,0.3333333333333333,0.1111111111111111,0.2222222222222222,1.0,1.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
Vallecano,Granada,2021-08-29 00:00:00+00:00,PD,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.25,2.5,0.0,1.0,0.5,0.5,1.0,1.0,2.5,0.0,1.8076923076923077,0.46153846153846156,0.07692307692307693,0.5,0.1111111111111111,0.3888888888888889,1.0,1.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Barcelona,Getafe,2021-08-29 00:00:00+00:00,PD,0.0,0.5,1.0,0.0,4.0,2.0,0.0,1.0,0.25,2.5,0.5,0.0,0.25,1.0,4.0,4.0,6.0,1.0,1.8076923076923077,0.46153846153846156,0.07692307692307693,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Cadiz,Osasuna,2021-08-29 00:00:00+00:00,PD,0.0,0.5,0.0,0.5,1.0,1.0,1.0,1.0,0.25,2.5,1.0,1.0,1.0,0.5,0.0,2.0,2.0,2.5,1.8076923076923077,0.46153846153846156,0.07692307692307693,0.1111111111111111,0.5,0.3888888888888889,0.0,1.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,A
Burnley,Leeds,2021-08-29 00:00:00+00:00,PL,0.0,0.5,0.0,0.0,1.0,2.0,1.0,5.0,0.25,2.5,0.0,0.5,0.25,0.0,0.0,2.0,3.0,6.0,3.0,0.25925925925925924,0.2222222222222222,0.0,0.0,0.0,1.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,D
Union Berlin,M'gladbach,2021-08-29 00:00:00+00:00,BL1,0.0,0.5,0.0,0.0,1.0,1.0,0.0,4.0,0.25,2.5,1.0,0.5,0.75,0.0,1.0,1.0,2.0,4.0,3.28,0.28,0.4,0.1111111111111111,0.0,0.1111111111111111,1.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,H
Tottenham,Watford,2021-08-29 00:00:00+00:00,PL,0.0,0.5,1.0,0.0,1.0,0.0,0.0,2.0,0.25,2.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,0.25925925925925924,0.2222222222222222,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Salernitana,Roma,2021-08-29 00:00:00+00:00,SA,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.25,2.5,0.0,0.0,0.0,0.0,0.0,2.0,2.5,2.5,3.375,0.1875,0.0625,0.5,0.5,0.0,1.0,1.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,A
Milan,Cagliari,2021-08-29 00:00:00+00:00,SA,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.25,2.5,0.0,1.0,0.5,0.0,0.0,2.0,2.5,2.5,3.375,0.1875,0.0625,0.5,0.5,0.0,1.0,1.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,H
Sassuolo,Sampdoria,2021-08-29 00:00:00+00:00,SA,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.25,2.5,0.0,0.0,0.0,0.0,0.0,2.0,2.5,2.5,3.375,0.1875,0.0625,0.5,0.5,0.0,1.0,1.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,D
Genoa,Napoli,2021-08-29 00:00:00+00:00,SA,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.25,2.5,0.0,0.0,0.0,0.0,0.0,2.0,2.5,2.5,3.375,0.1875,0.0625,0.5,0.5,0.0,1.0,1.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,A
Wolves,Man United,2021-08-29 00:00:00+00:00,PL,0.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.25,2.5,0.0,0.5,0.25,0.0,1.0,1.0,1.0,2.0,3.0,0.25925925925925924,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,1.0,1.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,A
Wolfsburg,RB Leipzig,2021-08-29 00:00:00+00:00,BL1,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.25,2.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.28,0.28,0.4,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Levante,Vallecano,2021-09-11 00:00:00+00:00,PD,0.0,0.5,0.0,0.0,3.0,3.0,0.0,2.0,0.25,2.5,0.6666666666666666,0.0,0.3333333333333333,0.0,3.0,3.0,6.0,2.0,2.1,0.43333333333333335,0.09999999999999998,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,D
Empoli,Venezia,2021-09-11 00:00:00+00:00,SA,0.0,0.5,0.0,0.0,1.0,3.0,0.0,2.5,0.25,2.5,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.5,3.3,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,A
Crystal Palace,Tottenham,2021-09-11 00:00:00+00:00,PL,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.25,2.5,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,0.0,1.0,2.8333333333333335,0.26666666666666666,0.2,0.1111111111111111,0.3333333333333333,0.2222222222222222,1.0,1.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,H
Arsenal,Norwich,2021-09-11 00:00:00+00:00,PL,0.0,0.5,0.0,0.0,0.0,2.0,0.0,5.0,0.25,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.8333333333333335,0.26666666666666666,0.2,0.0,0.0,0.0,1.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,H
Brentford,Brighton,2021-09-11 00:00:00+00:00,PL,0.0,0.5,1.0,1.0,2.0,0.0,2.0,1.0,0.25,2.5,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,4.0,2.0,3.0,2.8333333333333335,0.26666666666666666,0.2,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,A
Leicester,Man City,2021-09-11 00:00:00+00:00,PL,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.25,2.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.8333333333333335,0.26666666666666666,0.2,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Man United,Newcastle,2021-09-11 00:00:00+00:00,PL,0.0,0.5,1.0,0.0,5.0,1.0,0.0,2.0,0.25,2.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,5.0,5.0,6.0,2.0,2.8333333333333335,0.26666666666666666,0.2,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Southampton,West Ham,2021-09-11 00:00:00+00:00,PL,0.0,0.5,0.0,1.0,1.0,1.0,4.0,2.0,0.25,2.5,0.6666666666666666,0.3333333333333333,0.5,1.0,3.0,5.0,2.0,6.0,2.8333333333333335,0.26666666666666666,0.2,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,D
Ath Bilbao,Mallorca,2021-09-11 00:00:00+00:00,PD,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.25,2.5,0.6666666666666666,0.3333333333333333,0.5,1.0,0.0,2.0,2.0,1.0,2.1,0.43333333333333335,0.09999999999999998,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,1.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,H
Chelsea,Aston Villa,2021-09-11 00:00:00+00:00,PL,0.0,0.5,1.0,0.0,3.0,0.0,2.0,3.0,0.25,2.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,5.0,3.0,5.0,2.8333333333333335,0.26666666666666666,0.2,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Napoli,Juventus,2021-09-11 00:00:00+00:00,SA,0.0,0.5,1.0,0.0,2.0,0.0,2.0,2.0,0.25,2.5,0.0,0.5,0.25,1.0,0.0,4.0,2.0,4.0,3.3,0.2,0.0,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Greuther Furth,Wolfsburg,2021-09-11 00:00:00+00:00,BL1,0.0,0.5,0.0,1.0,1.0,1.0,2.0,1.0,0.25,2.5,0.3333333333333333,0.0,0.16666666666666666,1.0,1.0,3.0,2.0,3.0,3.185185185185185,0.25925925925925924,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,1.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,A
Hoffenheim,Mainz,2021-09-11 00:00:00+00:00,BL1,0.0,0.5,0.0,0.0,2.0,2.0,0.0,2.0,0.25,2.5,0.3333333333333333,0.0,0.16666666666666666,0.0,2.0,2.0,4.0,2.0,3.185185185185185,0.25925925925925924,0.4444444444444444,0.1111111111111111,0.0,0.1111111111111111,1.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,A
Leverkusen,Dortmund,2021-09-11 00:00:00+00:00,BL1,0.0,0.5,1.0,0.0,4.0,0.0,1.0,2.0,0.25,2.5,0.3333333333333333,0.0,0.16666666666666666,1.0,3.0,5.0,4.0,3.0,3.185185185185185,0.25925925925925924,0.4444444444444444,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Union Berlin,Augsburg,2021-09-11 00:00:00+00:00,BL1,0.0,0.5,0.5,0.0,1.5,1.0,0.0,0.0,0.25,2.5,0.6666666666666666,0.3333333333333333,0.5,0.5,1.5,1.5,2.5,0.0,3.185185185185185,0.25925925925925924,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.3333333333333333,1.0,1.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
RB Leipzig,Bayern Munich,2021-09-11 00:00:00+00:00,BL1,0.0,0.5,1.0,0.0,4.0,0.0,1.0,1.0,0.25,2.5,0.0,0.3333333333333333,0.16666666666666666,1.0,3.0,5.0,4.0,2.0,3.185185185185185,0.25925925925925924,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0,1.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Atalanta,Fiorentina,2021-09-11 00:00:00+00:00,SA,0.0,0.5,0.0,0.0,0.0,0.0,1.0,3.0,0.25,2.5,0.5,0.0,0.25,0.0,1.0,1.0,0.0,4.0,3.3,0.2,0.0,0.1111111111111111,0.0,0.1111111111111111,1.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,A
Watford,Wolves,2021-09-11 00:00:00+00:00,PL,0.0,0.5,1.0,0.0,3.0,2.0,0.0,1.0,0.25,2.5,0.0,0.0,0.0,1.0,3.0,3.0,5.0,1.0,2.8333333333333335,0.26666666666666666,0.2,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Freiburg,FC Koln,2021-09-11 00:00:00+00:00,BL1,0.0,0.5,1.0,0.0,2.0,1.0,2.0,3.0,0.25,2.5,0.3333333333333333,0.0,0.16666666666666666,1.0,0.0,4.0,3.0,5.0,3.185185185185185,0.25925925925925924,0.4444444444444444,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
Cadiz,Sociedad,2021-09-12 00:00:00+00:00,PD,0.0,0.5,0.0,0.0,1.5,2.0,2.0,4.0,0.25,2.5,0.6666666666666666,0.0,0.3333333333333333,0.0,0.5,3.5,3.5,6.0,2.09375,0.4375,0.125,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,A
Osasuna,Valencia,2021-09-12 00:00:00+00:00,PD,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.25,2.5,0.6666666666666666,0.3333333333333333,0.5,0.0,1.0,1.0,0.0,2.0,2.09375,0.4375,0.125,0.2222222222222222,0.1111111111111111,0.1111111111111111,1.0,1.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,A
Ein Frankfurt,Stuttgart,2021-09-12 00:00:00+00:00,BL1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,4.0,0.25,2.5,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,4.0,3.1515151515151514,0.2727272727272727,0.24242424242424243,0.1111111111111111,0.0,0.1111111111111111,1.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,D
Bochum,Hertha,2021-09-12 00:00:00+00:00,BL1,0.0,0.5,1.0,0.0,2.0,0.0,0.5,4.0,0.25,2.5,0.0,0.0,0.0,1.0,1.5,2.5,2.0,4.5,3.1515151515151514,0.2727272727272727,0.24242424242424243,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Real Madrid,Celta,2021-09-12 00:00:00+00:00,PD,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.25,2.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,2.5,0.0,2.09375,0.4375,0.125,0.5,0.1111111111111111,0.3888888888888889,1.0,1.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Leeds,Liverpool,2021-09-12 00:00:00+00:00,PL,0.0,0.5,0.0,1.0,2.0,2.0,3.0,0.0,0.25,2.5,0.6666666666666666,0.3333333333333333,0.5,1.0,1.0,5.0,4.0,3.0,2.6578947368421053,0.23684210526315788,0.18421052631578944,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,A
M'gladbach,Bielefeld,2021-09-12 00:00:00+00:00,BL1,0.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.25,2.5,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,2.0,2.0,2.0,3.1515151515151514,0.2727272727272727,0.24242424242424243,0.1111111111111111,0.1111111111111111,0.0,1.0,1.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,H
Milan,Lazio,2021-09-12 00:00:00+00:00,SA,0.0,0.5,1.0,1.0,4.0,1.0,3.0,1.0,0.25,2.5,0.0,0.0,0.0,0.0,1.0,7.0,5.0,4.0,3.260869565217391,0.17391304347826086,-0.04347826086956519,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,H
Torino,Salernitana,2021-09-12 00:00:00+00:00,SA,0.0,0.5,0.0,0.0,1.0,2.0,2.0,3.0,0.25,2.5,0.0,0.0,0.0,0.0,1.0,3.0,3.0,5.0,3.260869565217391,0.17391304347826086,-0.04347826086956519,0.0,0.0,0.0,0.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,H
Spezia,Udinese,2021-09-12 00:00:00+00:00,SA,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.25,2.5,0.5,0.5,0.5,0.0,0.0,2.0,2.5,2.5,3.260869565217391,0.17391304347826086,-0.04347826086956519,0.5,0.5,0.0,1.0,1.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,A
Cagliari,Genoa,2021-09-12 00:00:00+00:00,SA,0.0,0.5,0.0,0.0,2.0,2.0,0.0,4.0,0.25,2.5,0.5,0.0,0.25,0.0,2.0,2.0,4.0,4.0,3.260869565217391,0.17391304347826086,-0.04347826086956519,0.1111111111111111,0.0,0.1111111111111111,1.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,A
Sampdoria,Inter,2021-09-12 00:00:00+00:00,SA,0.0,0.5,0.0,1.0,0.0,1.0,3.0,1.0,0.25,2.5,0.5,0.0,0.25,1.0,3.0,3.0,1.0,4.0,3.260869565217391,0.17391304347826086,-0.04347826086956519,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,D
